StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,con_freq,con_situation _1,con_situation _2,con_situation _3,con_situation _4,con_situation _5,con_situation _6,con_situation _7,con_situation _7_TEXT,exercise,flavor_pref1_1,flavor_pref1_2,flavor_pref1_3,flavor_pref1_4,flavor_pref1_5,flavor_pref1_6,flavor_pref1_7,flavor_pref1_8,flavor_pref1_9,flavor_pref1_9_TEXT,flavor_pref2,flavor_pref2_9_TEXT,pref_flavor,pref_sweet,pref_sugar,pref_ingred,pref_health,label_habit_loyal,label_habit_read,label_habit_ingred,preknow_vitd,preknow_vitc,preknow_calc,preknow_iron,preknow_pota,preknow_5_magn,wtp_1,sure_1,sensory_584_overall,sensory_584_appear,sensory_584_color,sensory_584_aroma,sensory_584_flavor,sensory_584_lemon,sensory_584_sweet,sensory_584_salt,sensory_584_sour,sensory_584_aftert,refresh_584,wtp_2b_584,sure_2b_584,sensory_793_overall,sensory_793_appear,sensory_793_color,sensory_793_aroma,sensory_793_flavor,sensory_793_lemon,sensory_793_sweet,sensory_793_salt,sensory_793_sour,sensory_793_aftert,refresh_793,wtp_2b_793,Sure_2b_793,wtp_3b_info_584,wtp_3b_info_793,sure_3b_info_584,sure_3b_info_793,after_info_3b_d1_new,after_info_3b_d1_useful,mag_benefit_3b_d1_musle,mag_benefit_3b_d1_cramps,mag_benefit_3b_d1_sugar,mag_benefit_3b_d1_bone,mag_benefit_3b_d1_sleep,mag_intake_d1_magsupp,mag_intake_d1_multivit,wtp_2a_info_584,wtp_2a_info_793,sure_2a_info_584,sure_2a_info_793,after_info_2a_d1_new,after_info_2a_d1_useful,mag_benefit_2a_d1_muscle,mag_benefit_2a_d1_cramps,mag_benefit_2a_d1_sugar,mag_benefit_2a_d1_bone,mag_benefit_2a_d1_sleep,mag_intake_2a_d1_magsupp,mag_intake_2a_d1_multivit,wtp_3a_584,sure_3a_584,wtp_3a_793,sure_3a_793,sensory_356_overall,sensory_356_appear,sensory_356_color,sensory_356_aroma,sensory_356_flavor,sensory_356_blueberry,sensory_356_sweet,sensory_356_salt,sensory_356_sour,sensory_356_aftert,refresh_356,wtp_2b_356,sure_2b_356,sensory_831_overall,sensory_831_appear,sensory_831_color,sensory_831_aroma,sensory_831_flavor,sensory_831_pineapple,sensory_831_sweet,sensory_831_slat,sensory_831_sour,sensory_831_aftert,refresh_831,wtp_2b_831,sure_2b_831,wtp_3b_info_356,wtp_3b_info_831,sure_3b_info_356,sure_3b_info_831,after_info_3b_d2_new,after_info_3b_d2_useful,mag_benefit_3b_d2_muscle,mag_benefit_3b_d2_cramps,mag_benefit_3b_d2_sugar,mag_benefit_3b_d2_bone,mag_benefit_3b_d2_sleep,mag_intake_3b_d2_magsupp,mag_intake_3b_d2_multivit,wtp_2a_info_356,wtp_2a_info_831,sure_2a_info_356,sure_2a_info_831,after_info_2a_d2_new,after_info_2a_d2_useful,mag_benefit_2a_d2_muscle,mag_benefit_2a_d2_cramps,mag_benefit_2a_d2_sugar,mag_benefit_2a_d2_bone,mag_benefit_2a_d2_sleep,mag_intake_2a_d2_magsupp,mag_intake_2a_d2_multivit,wtp_3a_356,sure_3a_356,wtp_3a_831,sure_3a_831,gender,gender_4_TEXT,age,race_2,race_7,race_8,race_9,race_10,race_11,race_12,race_13,race_-999,race_13_TEXT,edu,income,randomizer,Day
3/19/2026 15:25,3/19/2026 15:32,0,150.135.165.46,100,408,1,3/19/2026 15:32,R_18LKTcqx1Io1SBS,,,,,32.2503,-110.945,qr,EN,4,2,,1,1,,,,,,4,,,,1,1,1,,,,,4,,5,4,4,5,4,4,4,4,4,5,4,4,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7,7,8,8,7,7,8,8,4,,,8,7,7,9,8,8,7,8,9,8,4,,,,,,,,,,,,,,,,3,2.75,2,2,4,4,100,90,95,90,85,4,4,3,2,3.25,2,1,,18.5,,,,1,,,,,,,2,1,3,2
3/19/2026 15:22,3/19/2026 15:32,0,172.226.3.120,100,621,1,3/19/2026 15:32,R_70T9ZocUnWrDyyN,,,,,32.2163,-110.9241,qr,EN,4,1,,,,1,1,,,,2,1,,,,1,,1,,1,BlackBerry ,1,,4,3,1,2,2,4,1,2,4,4,4,4,4,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,8,6,7,7,5,8,8,7,2,2.5,1,8,4,4,8,8,8,8,9,8,6,4,3,2,2.75,3.25,2,2,4,3,20,40,15,15,50,0,1,,,,,,,,,,,,,,,,,,1,,23,,,,,,,1,,,,4,1,2,2
3/19/2026 15:24,3/19/2026 15:35,0,150.135.165.102,100,651,1,3/19/2026 15:35,R_3Qso0eUMSbUZuYJ,,,,,32.2503,-110.945,qr,EN,4,1,,,1,,,,,,4,,1,1,,1,,,,,,5,,5,4,5,2,2,5,4,3,4,4,5,4,5,5,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,8,5,5,5,7,8,7,8,3,2.25,1,8,6,6,8,7,7,9,9,8,8,4,2.5,1,2.25,2.5,1,1,4,3,11,40,59,11,74,0,3,,,,,,,,,,,,,,,,,,1,,55,,,,,,,1,,,,5,5,2,2
3/19/2026 15:28,3/19/2026 15:38,0,172.226.3.120,100,584,1,3/19/2026 15:38,R_6LMSf3fjsDnHwwm,,,,,32.2163,-110.9241,qr,EN,4,1,,,,1,1,,,,4,,1,1,,1,1,,,,,3,,4,3,2,1,1,4,2,2,4,4,4,4,4,4,4.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,7,8,8,7,7,7,8,3,4.5,2,4,3,4,5,4,4,6,5,4,6,2,2,3,4.5,2,2,2,2,3,10,80,20,20,50,0,0,,,,,,,,,,,,,,,,,,2,,18.5,,,,1,,,1,,,,3,-999,1,2
3/19/2026 15:35,3/19/2026 15:44,0,150.135.165.56,100,484,1,3/19/2026 15:44,R_6Xoe76qEuVqgWST,,,,,32.2503,-110.945,qr,EN,4,3,1,,1,,,,,,3,,,,,,1,,,,,,,2,2,1,2,2,4,4,4,4,4,4,3,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,4,,,9,9,9,9,9,9,9,7,7,8,3,,,,,,,,,,,,,,,,3.25,3.5,1,1,4,4,80,84,100,74,70,2,3,3.75,1,3.5,1,1,,18.5,,,,,,,1,,,,4,2,4,2
3/19/2026 15:33,3/19/2026 15:44,0,150.135.165.18,100,641,1,3/19/2026 15:44,R_79Q0iCO7k01QvFT,,,,,32.2503,-110.945,qr,EN,4,4,,,,1,1,1,1,After consuming alcohol ,3,,,,1,1,,1,,,,5,,5,2,5,3,2,5,5,4,1,1,4,3,5,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,8,6,3,4,6,7,3,2,4,,,8,5,4,9,6,7,4,5,7,2,4,,,,,,,,,,,,,,,,2,4,3,3,1,3,35,10,85,9,,0,0,1.75,2,3.25,1,1,,20.5,,,,1,,,,,,,3,4,4,2
3/19/2026 15:33,3/19/2026 15:45,0,150.135.165.1,100,745,1,3/19/2026 15:45,R_5MB5lBEt6I6XAFb,,,,,32.2503,-110.945,qr,EN,4,2,,,,1,1,1,,,1,,1,1,,1,,,,,,2,,4,2,1,2,3,4,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,6,6,6,7,5,6,6,3,2,2,6,6,4,4,4,3,6,5,4,4,3,2,2,2.75,2.25,2,3,4,4,70,50,65,50,60,0,0,,,,,,,,,,,,,,,,,,2,,18.5,,,,1,,,1,,,,3,3,1,2
3/19/2026 15:38,3/19/2026 15:45,0,150.135.165.33,100,414,1,3/19/2026 15:45,R_5L1n0z4zbNtZImr,,,,,32.2503,-110.945,qr,EN,4,1,,,1,,1,,,,2,1,1,,,1,,,,,,2,,5,4,5,3,3,4,2,4,4,2,4,4,2,2,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,6,6,4,7,7,6,1,2,,,9,9,9,8,9,9,9,9,9,9,5,,,,,,,,,,,,,,,,3,2.5,1,1,4,4,95,91,94,53,88,3,1,1.25,1,3,1,2,,18.5,,,1,,,,,,,,2,4,4,2
3/19/2026 15:28,3/19/2026 15:51,0,150.135.165.110,100,1385,1,3/19/2026 15:51,R_70ocTEppqy4r5Iq,,,,,32.2503,-110.945,qr,EN,4,1,,,1,,1,,,,3,1,,,,1,,1,,,,7,,5,4,5,5,1,4,4,5,5,5,5,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,9,8,8,8,8,8,7,3,3,2,7,6,6,7,7,7,7,7,8,8,3,3,2,3,3,2,2,4,3,26,66,46,14,49,0,0,,,,,,,,,,,,,,,,,,1,,35,,,,,,,1,,,,5,5,1,2
3/19/2026 15:45,3/19/2026 15:56,0,150.135.165.50,100,703,1,3/19/2026 15:56,R_1GxWQI7kTRhxuKW,,,,,32.2503,-110.945,qr,EN,4,5,,,,,,1,,,2,1,1,1,,,,1,,,,3,,5,5,5,5,5,4,2,5,4,3,4,5,4,5,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,8,9,9,9,4,,,1,2,2,2,2,3,1,1,1,1,2,,,,,,,,,,,,,,,,2.5,2.5,2,2,2,5,100,100,100,100,100,0,1,3,2,0.75,1,2,,20.5,1,,,1,,,,1,,Afro-latina ,3,-999,3,2
3/19/2026 15:45,3/19/2026 15:59,0,150.135.165.45,100,872,1,3/19/2026 15:59,R_3sTrilXVEg1gGkz,,,,,32.2503,-110.945,qr,EN,4,2,1,1,1,1,,1,,,2,,,1,,1,,1,,,,5,,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,7,8,9,7,8,8,8,8,4,,,8,8,8,8,8,8,8,8,8,9,4,,,,,,,,,,,,,,,,1.5,2.5,1,1,2,4,100,100,100,100,100,4,4,2,2,3,2,2,,23,1,,,1,,,,,,,3,-999,3,2
3/19/2026 15:52,3/19/2026 16:04,0,150.135.165.5,100,735,1,3/19/2026 16:04,R_1dYcmI8evmJEfvI,,,,,32.2503,-110.945,qr,EN,4,2,,,,1,,1,,,1,,,1,,1,,,,,,3,,3,4,5,5,4,3,3,2,4,4,4,4,4,5,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,9,8,9,9,8,8,8,9,4,3,2,8,8,8,8,7,8,7,8,8,8,3,2.5,1,3,2.75,2,1,2,5,84,92,91,90,85,0,3,,,,,,,,,,,,,,,,,,2,,20.5,,,,1,,,,,,,2,-999,2,2
3/19/2026 15:59,3/19/2026 16:05,0,174.201.217.50,100,364,1,3/19/2026 16:05,R_1R3Nvwlm7WRjXre,,,,,32.2503,-110.945,qr,EN,4,5,1,1,1,1,1,1,,,2,1,1,1,,1,,,,,,2,,3,4,5,4,4,3,4,4,4,5,4,4,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,8,5,7,7,6,5,6,8,4,,,7,6,5,8,7,7,8,7,6,7,4,,,,,,,,,,,,,,,,2.5,2.75,1,2,4,5,89,95,60,93,100,4,4,2.75,1,3.25,1,2,,20.5,,,,,,,1,,,,3,6,4,2
3/19/2026 16:02,3/19/2026 16:09,0,150.135.165.5,100,464,1,3/19/2026 16:09,R_1qy32zdwTLyiXlv,,,,,36.1473,-115.1152,qr,EN,4,4,,,,1,1,1,,,4,,,,1,1,1,,,,,5,,3,3,2,4,3,5,2,2,4,4,4,4,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,7,8,9,9,8,6,5,7,5,4.25,1,6,8,8,7,7,7,7,5,5,6,2,3,1,4.5,3,1,1,4,3,38,38,38,40,78,0,0,,,,,,,,,,,,,,,,,,1,,18.5,,,,,,,1,,,,3,1,2,2
3/19/2026 16:05,3/19/2026 16:15,0,108.147.172.7,100,606,1,3/19/2026 16:15,R_71TojmKOqmlzVyM,,,,,33.5613,-112.1442,qr,EN,4,2,,,1,1,1,,,,3,,1,1,,,,1,,,,3,,4,3,4,5,3,2,4,4,4,4,5,4,5,5,3.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,4,7,7,8,8,8,4,3,2.5,2,6,3,3,4,6,6,4,6,4,4,1,1.75,2,2.5,1.75,2,2,2,4,75,90,80,51,50,0,0,,,,,,,,,,,,,,,,,,2,,20.5,,,,,,,1,,,,2,3,1,2
3/19/2026 16:10,3/19/2026 16:16,0,150.135.165.124,100,334,1,3/19/2026 16:16,R_6uZL56GMctChbBw,,,,,32.2503,-110.945,qr,EN,4,2,,,1,1,1,,,,3,1,,,1,1,,1,,,,5,,4,3,2,5,3,4,4,5,4,4,4,4,4,2,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,9,8,9,9,7,7,8,9,5,,,9,9,8,7,8,9,7,5,6,8,4,,,,,,,,,,,,,,,,3,3.5,3,1,4,4,100,100,87,58,36,0,3,3.5,2,3,1,1,,27,,,,,,,1,,,,4,-999,3,2
3/19/2026 16:10,3/19/2026 16:20,0,174.200.195.137,100,632,1,3/19/2026 16:20,R_67i3c4fYsN3uKfn,,,,,36.122,-115.086,qr,EN,4,2,,,1,1,1,,,,2,,,1,,1,,1,,,,5,,4,4,3,3,2,4,3,4,4,4,4,4,4,4,3.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,6,7,6,5,6,7,6,2,,,6,3,3,7,6,7,7,5,6,6,3,,,,,,,,,,,,,,,,3.5,3.5,2,2,3,3,86,94,67,37,50,3,2,2.75,2,3.25,2,1,,35,,,,,,,1,,,,4,-999,4,2
3/19/2026 16:15,3/19/2026 16:22,0,150.135.165.31,100,452,1,3/19/2026 16:22,R_3fYNSRlJEvlU6SR,,,,,32.2503,-110.945,qr,EN,4,1,,,1,1,1,,,,2,,,1,,1,,1,,,,3,,5,4,4,3,2,4,3,3,2,4,4,4,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,7,8,8,7,8,8,8,3,3,2,2,5,5,3,1,2,5,6,6,3,1,0,,3,0,2,1,2,4,89,93,83,82,93,0,1,,,,,,,,,,,,,,,,,,2,,18.5,,,,,,,1,,,,3,2,2,2
3/19/2026 16:13,3/19/2026 16:22,0,150.135.165.13,100,582,1,3/19/2026 16:22,R_74ObfA7vuj7V4nb,,,,,32.2503,-110.945,qr,EN,4,2,,,,1,1,,,,2,1,,,,1,,1,,,,1,,4,4,3,3,3,5,3,3,2,4,2,2,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,8,8,6,7,7,4,6,8,3,0,,9,7,7,9,9,9,9,8,9,9,4,3.25,1,0,3.25,2,1,3,4,100,100,100,100,,0,0,,,,,,,,,,,,,,,,,,2,,18.5,,,,1,,,,,,,2,4,1,2
3/19/2026 16:16,3/19/2026 16:23,0,150.135.165.95,100,386,1,3/19/2026 16:23,R_3PcvZiLqdHsFbBn,,,,,32.2503,-110.945,qr,EN,4,2,,1,,1,,,,,2,1,1,,,1,,,,,,2,,4,4,3,2,1,3,4,3,4,4,4,4,4,4,2.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,7,6,6,6,7,7,7,7,4,,,3,4,4,5,3,3,5,5,4,3,2,,,,,,,,,,,,,,,,2.75,2.75,2,2,2,3,,,,,,2,3,2.75,2,0,,1,,27,,,,,,,1,,,,4,-999,4,2
3/19/2026 16:17,3/19/2026 16:26,0,150.135.165.39,100,557,1,3/19/2026 16:26,R_70T9xMEfBn45DiC,,,,,32.2503,-110.945,qr,EN,4,1,,,1,1,,1,,,4,,1,1,,1,1,1,,,,6,,4,3,5,2,1,3,4,1,4,4,5,5,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,9,6,7,7,8,4,8,9,4,3.5,2,6,8,7,5,7,7,9,5,8,8,3,3,1,3.5,3,2,2,2,5,70,27,83,59,22,0,0,,,,,,,,,,,,,,,,,,1,,20.5,,,,,,,1,,,,3,1,2,2
3/19/2026 16:19,3/19/2026 16:29,0,150.135.165.55,100,615,1,3/19/2026 16:29,R_7PBvZ447qA3iuFS,,,,,32.2503,-110.945,qr,EN,4,1,,1,1,,1,,,,3,1,,,,1,1,,,,,6,,4,3,5,5,5,3,5,5,5,5,5,5,5,5,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,9,5,8,8,6,5,5,5,2,,,7,6,6,4,4,3,5,5,6,2,2,,,,,,,,,,,,,,,,2.5,2.5,2,2,2,4,100,100,100,100,100,3,3,3,2,2,1,2,,18.5,,,,,,,1,,,,3,-999,3,2
3/19/2026 16:21,3/19/2026 16:32,0,150.135.165.54,100,611,1,3/19/2026 16:32,R_3nbrnz4mfaD2ZvX,,,,,32.2503,-110.945,qr,EN,4,1,1,1,,1,1,,,,3,,,1,,1,,,,,,3,,5,5,5,5,3,5,5,4,4,4,4,4,4,3,2.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8,8,8,7,7,3,2,1,8,8,7,9,8,8,8,8,7,7,3,2,1,2.75,2.75,1,1,4,4,100,100,100,100,100,0,4,,,,,,,,,,,,,,,,,,2,,27,,,,1,,,,,,,3,3,1,2
3/19/2026 16:24,3/19/2026 16:32,0,150.135.165.91,100,492,1,3/19/2026 16:32,R_5fZW1pyFYdW2KZE,,,,,32.2503,-110.945,qr,EN,4,4,1,,1,1,1,,,,4,,1,1,,1,1,1,,1,Cherry,3,,4,3,4,4,4,5,4,4,4,5,5,5,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,6,6,8,5,5,5,3,,,9,7,8,8,9,9,8,5,5,5,3,,,,,,,,,,,,,,,,2,3,1,1,2,5,50,59,75,75,80,0,4,2,1,2,1,2,,23,,,,1,,,,,,,4,2,3,2
3/19/2026 16:23,3/19/2026 16:33,0,198.60.145.39,100,608,1,3/19/2026 16:33,R_3PoWiPUi8GEuMwS,,,,,32.2503,-110.945,qr,EN,4,2,,1,1,1,1,,,,3,1,,1,,1,1,,,,,5,,4,4,5,5,4,3,5,4,4,4,4,4,4,4,3.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,8,8,8,7,5,7,7,5,2,,,5,7,7,5,6,5,7,5,5,5,2,,,,,,,,,,,,,,,,3,3,2,2,2,5,70,72,70,43,100,2,2,3,2,3,2,2,,35,,,,1,,,,,,,5,2,4,2
3/19/2026 16:28,3/19/2026 16:35,0,150.135.165.52,100,447,1,3/19/2026 16:35,R_3Pv3sE86PZijqI4,,,,,32.2503,-110.945,qr,EN,4,2,,1,1,1,1,1,,,3,,1,,1,1,,1,,,,2,,4,3,3,3,3,4,4,3,3,3,2,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,7,8,8,8,7,7,4,3.5,1,3,5,5,4,3,5,4,4,3,3,2,2,1,4,2,1,1,2,4,82,71,72,69,74,0,0,,,,,,,,,,,,,,,,,,4,,35,,,,,,,,1,,,3,-999,1,2
3/19/2026 16:30,3/19/2026 16:37,0,150.135.165.8,100,460,1,3/19/2026 16:37,R_1f8uXJvGVMlY35R,,,,,32.2503,-110.945,qr,EN,4,2,,1,1,1,1,,,,2,,,1,,1,1,,,,,3,,4,3,2,3,3,4,5,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,4,4,4,6,9,5,6,2,1.5,1,7,8,9,6,7,8,7,9,9,9,4,3.5,1,1.5,3.5,1,1,2,4,86,83,54,71,20,0,0,,,,,,,,,,,,,,,,,,2,,20.5,,,,,,,1,,,,3,-999,2,2
3/19/2026 16:32,3/19/2026 16:39,0,150.135.165.76,100,407,1,3/19/2026 16:39,R_73yvoUjy98DRehA,,,,,32.2503,-110.945,qr,EN,4,2,,1,1,1,,,,,2,,1,1,,1,1,1,,,,5,,4,3,1,2,2,4,2,2,4,4,2,2,2,4,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,8,5,5,4,5,6,4,4,2,,,7,7,8,9,7,8,6,5,7,5,3,,,,,,,,,,,,,,,,2.5,3,2,2,2,4,81,81,48,47,85,1,0,0,,2.5,1,1,,23,,,,,,,1,,,,3,6,4,2
3/19/2026 16:33,3/19/2026 16:41,0,150.135.165.56,100,486,1,3/19/2026 16:41,R_7tKEw3eOsz5hJcH,,,,,32.2503,-110.945,qr,EN,4,5,1,1,1,1,1,1,,,3,,,,,1,,,,1,Strawberry Lemonade ,9,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,3,6,6,6,3,5,5,4,2,,,9,8,8,8,9,9,9,5,5,9,5,,,,,,,,,,,,,,,,2.5,3,1,1,4,5,50,75,90,85,65,3,3,1.5,1,3,1,2,,23,,1,,,,,,,,,3,3,3,2
3/19/2026 16:36,3/19/2026 16:43,0,198.60.145.46,100,383,1,3/19/2026 16:43,R_53Ir6W842Y3KnyV,,,,,32.2503,-110.945,qr,EN,4,4,1,,1,,,,,,4,1,1,1,1,,,,,,,3,,5,5,5,5,5,3,2,3,5,5,5,5,5,5,2.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2.25,1,1,1,5,4,1,1,1,1,1,1,1,2.25,1,2.25,2.25,1,1,5,3,100,100,100,100,100,3,4,,,,,,,,,,,,,,,,,,1,,23,,,,1,,,,,,,3,3,1,2
3/19/2026 16:38,3/19/2026 16:51,0,150.135.165.93,100,742,1,3/19/2026 16:51,R_7KuUIZDKEAWtjkl,,,,,32.2503,-110.945,qr,EN,4,2,,,1,1,,,,,3,,,1,,1,1,,,,,3,,4,4,3,4,4,4,2,3,4,4,4,4,4,4,2.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,8,6,7,8,8,8,5,4,2,2,7,8,5,6,7,8,8,7,8,8,4,2.5,2,2.5,2.75,3,2,4,4,92,92,83,95,100,0,1,,,,,,,,,,,,,,,,,,2,,20.5,1,,,,,,1,,,,3,1,2,2
3/19/2026 16:43,3/19/2026 16:52,0,174.234.71.10,100,567,1,3/19/2026 16:52,R_1h5UsVp8YZbjXxL,,,,,36.129,-115.2765,qr,EN,4,2,,,1,,,,,,3,1,,1,,1,,,,1,pomegranate ,9,,3,4,4,4,2,4,4,4,4,4,4,4,3,4,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,6,7,7,8,6,5,7,2,2.5,2,3,4,4,6,3,4,7,6,6,4,2,2.25,1,2.5,2.25,1,2,2,4,63,47,57,21,18,0,1,,,,,,,,,,,,,,,,,,1,,45,,,,,,,1,,,,5,5,1,2
3/19/2026 16:43,3/19/2026 16:54,0,38.75.137.229,100,607,1,3/19/2026 16:54,R_35ddh1uywGkzNbX,,,,,34.0544,-118.244,qr,EN,4,4,,,1,1,1,,,,3,,,1,,1,1,,,1,My favorite is coconut flavor Electrolits &lt;- mex brand,9,,4,4,2,4,4,5,5,4,4,4,4,4,4,4,4.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,8,8,4,3,1,5,7,6,3,2.5,1,8,5,6,5,8,8,8,8,8,8,4,4,1,3.5,4.75,1,1,4,4,82,82,10,19,62,2,3,,,,,,,,,,,,,,,,,,1,,27,,,,1,,,,,,,4,3,2,2
3/19/2026 16:54,3/19/2026 17:03,0,150.135.165.108,100,525,1,3/19/2026 17:03,R_1ou2GrgWD0fR81H,,,,,32.2503,-110.945,qr,EN,4,2,,1,1,1,1,,,,3,1,1,1,1,,,,,,,3,,4,3,5,3,1,2,5,3,3,4,4,4,4,4,3.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,8,9,9,9,8,8,7,9,4,3.5,1,8,6,5,8,8,8,8,6,8,8,5,3,1,4,3.75,1,1,3,4,100,67,66,50,100,1,4,,,,,,,,,,,,,,,,,,1,,35,,,,,,,1,,,,5,6,2,2
3/19/2026 16:47,3/19/2026 17:04,0,150.135.165.10,100,1045,1,3/19/2026 17:04,R_3XjMzvRcs5i0aVB,,,,,32.2503,-110.945,qr,EN,4,1,,1,1,1,,,,,2,,1,,,,,1,,1,Peach ,9,,4,4,2,3,3,4,2,4,4,4,4,4,3,3,3.75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,6,7,3,4,5,4,4,3,2,,,8,7,7,9,8,8,8,7,7,7,4,,,,,,,,,,,,,,,,2.5,2.5,3,1,3,4,90,92,63,58,81,0,3,2,3,2.75,1,2,,23,,,,1,,,1,,,,3,2,3,2
3/19/2026 16:54,3/19/2026 17:05,0,150.135.165.16,100,614,1,3/19/2026 17:05,R_7wB9qDfZmLuH2eI,,,,,32.2503,-110.945,qr,EN,4,1,,,,1,1,,,,2,,1,1,,,1,,,,,3,,4,4,4,3,3,4,2,2,2,4,2,5,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,6,4,8,8,6,5,7,5,2,,,2,4,4,6,2,2,4,5,4,6,2,,,,,,,,,,,,,,,,3,2.5,2,1,4,5,39,55,70,39,10,0,0,3,1,2,1,2,,18.5,,,,,,,1,,,,3,2,3,2
